NR.,CODICE UNIONE,REGIONE,PROVINCIA,DESCRIZIONE UNIONE DI COMUNI,DATA COSTITUZIONE,NR. COMUNI,COMUNI,POP. UOMINI,POP. DONNE,POP. TOTALE
4,1010026150,PIEMONTE,ALESSANDRIA,UNIONE DI COMUNITA' COLLINARE BASSO GRUE-CURONE,1-Gen-2006,8,CERRETO GRUE,156,169,325
5,1010026150,PIEMONTE,ALESSANDRIA,UNIONE DI COMUNITA' COLLINARE BASSO GRUE-CURONE,1-Gen-2006,8,SAREZZANO,585,608,1193
6,1010026150,PIEMONTE,ALESSANDRIA,UNIONE DI COMUNITA' COLLINARE BASSO GRUE-CURONE,1-Gen-2006,8,VIGUZZOLO,1557,1652,3209
7,1010026150,PIEMONTE,ALESSANDRIA,UNIONE DI COMUNITA' COLLINARE BASSO GRUE-CURONE,1-Gen-2006,8,VILLAROMAGNANO,351,349,700
8,1010026150,PIEMONTE,ALESSANDRIA,UNIONE DI COMUNITA' COLLINARE BASSO GRUE-CURONE,1-Gen-2006,8,VOLPEDO,580,632,1212
1,1010026140,PIEMONTE,ALESSANDRIA,UNIONE DI COMUNITA' COLLINARE DI MUNFRIN,1-Gen-2005,2,FRASSINELLO MONFERRATO,252,281,533
2,1010026140,PIEMONTE,ALESSANDRIA,UNIONE DI COMUNITA' COLLINARE DI MUNFRIN,1-Gen-2005,2,VIGNALE MONFERRATO,510,558,1068
1,1010026270,PIEMONTE,ALESSANDRIA,UNIONE MONTANA ALTO MONFERRATO ALERAMICO,19-Gen-2016,4,BISTAGNO,931,999,1930
2,1010026270,PIEMONTE,ALESSANDRIA,UNIONE MONTANA ALTO MONFERRATO ALERAMICO,19-Gen-2016,4,CASTELLETTO D'ERRO,72,78,150
3,1010026270,PIEMONTE,ALESSANDRIA,UNIONE MONTANA ALTO MONFERRATO ALERAMICO,19-Gen-2016,4,PONZONE,546,525,1071
4,1010026270,PIEMONTE,ALESSANDRIA,UNIONE MONTANA ALTO MONFERRATO ALERAMICO,19-Gen-2016,4,TERZO,459,448,907
1,1010026210,PIEMONTE,ALESSANDRIA,UNIONE MONTANA SUOL D'ALERAMO,9-Lug-2013,10,CARTOSIO,392,419,811
2,1010026210,PIEMONTE,ALESSANDRIA,UNIONE MONTANA SUOL D'ALERAMO,9-Lug-2013,10,CAVATORE,149,152,301
3,1010026210,PIEMONTE,ALESSANDRIA,UNIONE MONTANA SUOL D'ALERAMO,9-Lug-2013,10,DENICE,94,96,190
4,1010026210,PIEMONTE,ALESSANDRIA,UNIONE MONTANA SUOL D'ALERAMO,9-Lug-2013,10,MELAZZO,665,650,1315
5,1010026210,PIEMONTE,ALESSANDRIA,UNIONE MONTANA SUOL D'ALERAMO,9-Lug-2013,10,MERANA,100,85,185
6,1010026210,PIEMONTE,ALESSANDRIA,UNIONE MONTANA SUOL D'ALERAMO,9-Lug-2013,10,MONTECHIARO D'ACQUI,284,284,568
7,1010026210,PIEMONTE,ALESSANDRIA,UNIONE MONTANA SUOL D'ALERAMO,9-Lug-2013,10,MORBELLO,208,200,408
8,1010026210,PIEMONTE,ALESSANDRIA,UNIONE MONTANA SUOL D'ALERAMO,9-Lug-2013,10,PARETO,320,282,602
9,1010026210,PIEMONTE,ALESSANDRIA,UNIONE MONTANA SUOL D'ALERAMO,9-Lug-2013,10,PONTI,295,323,618
10,1010026210,PIEMONTE,ALESSANDRIA,UNIONE MONTANA SUOL D'ALERAMO,9-Lug-2013,10,SPIGNO MONFERRATO,559,567,1126
1,1010026260,PIEMONTE,ALESSANDRIA,UNIONE MONTANA TERRE ALTE,25-Ott-2014,7,ALBERA LIGURE,174,155,329
2,1010026260,PIEMONTE,ALESSANDRIA,UNIONE MONTANA TERRE ALTE,25-Ott-2014,7,CABELLA LIGURE,300,254,554
3,1010026260,PIEMONTE,ALESSANDRIA,UNIONE MONTANA TERRE ALTE,25-Ott-2014,7,CANTALUPO LIGURE,262,287,549
4,1010026260,PIEMONTE,ALESSANDRIA,UNIONE MONTANA TERRE ALTE,25-Ott-2014,7,CARREGA LIGURE,48,35,83
5,1010026260,PIEMONTE,ALESSANDRIA,UNIONE MONTANA TERRE ALTE,25-Ott-2014,7,FABBRICA CURONE,327,368,695
6,1010026260,PIEMONTE,ALESSANDRIA,UNIONE MONTANA TERRE ALTE,25-Ott-2014,7,MONGIARDINO LIGURE,98,79,177
7,1010026260,PIEMONTE,ALESSANDRIA,UNIONE MONTANA TERRE ALTE,25-Ott-2014,7,ROCCAFORTE LIGURE,91,63,154
1,1010026230,PIEMONTE,ALESSANDRIA,UNIONE MONTANA TRA LANGA E ALTO MONFERRATO,14-Ott-2013,5,CASSINELLE,481,456,937
2,1010026230,PIEMONTE,ALESSANDRIA,UNIONE MONTANA TRA LANGA E ALTO MONFERRATO,14-Ott-2013,5,GROGNARDO,156,140,296
3,1010026230,PIEMONTE,ALESSANDRIA,UNIONE MONTANA TRA LANGA E ALTO MONFERRATO,14-Ott-2013,5,MALVICINO,36,48,84
4,1010026230,PIEMONTE,ALESSANDRIA,UNIONE MONTANA TRA LANGA E ALTO MONFERRATO,14-Ott-2013,5,PRASCO,272,280,552
5,1010026230,PIEMONTE,ALESSANDRIA,UNIONE MONTANA TRA LANGA E ALTO MONFERRATO,14-Ott-2013,5,VISONE,620,637,1257
1,1010026240,PIEMONTE,ALESSANDRIA,UNIONE MONTANA VALLI BORBERA E SPINTI,18-Feb-2015,4,BORGHETTO DI BORBERA,991,1000,1991
2,1010026240,PIEMONTE,ALESSANDRIA,UNIONE MONTANA VALLI BORBERA E SPINTI,18-Feb-2015,4,GRONDONA,273,272,545
3,1010026240,PIEMONTE,ALESSANDRIA,UNIONE MONTANA VALLI BORBERA E SPINTI,18-Feb-2015,4,STAZZANO,1178,1247,2425
4,1010026240,PIEMONTE,ALESSANDRIA,UNIONE MONTANA VALLI BORBERA E SPINTI,18-Feb-2015,4,VIGNOLE BORBERA,1077,1168,2245
1,1010026280,PIEMONTE,ALESSANDRIA,UNIONE MONTANA VALLI CURONE GRUE E OSSONA,1-Apr-2015,9,BERZANO DI TORTONA,87,84,171
2,1010026280,PIEMONTE,ALESSANDRIA,UNIONE MONTANA VALLI CURONE GRUE E OSSONA,1-Apr-2015,9,BRIGNANO FRASCATA,224,227,451
3,1010026280,PIEMONTE,ALESSANDRIA,UNIONE MONTANA VALLI CURONE GRUE E OSSONA,1-Apr-2015,9,GARBAGNA,351,356,707
4,1010026280,PIEMONTE,ALESSANDRIA,UNIONE MONTANA VALLI CURONE GRUE E OSSONA,1-Apr-2015,9,MONLEALE,286,307,593
5,1010026280,PIEMONTE,ALESSANDRIA,UNIONE MONTANA VALLI CURONE GRUE E OSSONA,1-Apr-2015,9,MONTACUTO,168,138,306
6,1010026280,PIEMONTE,ALESSANDRIA,UNIONE MONTANA VALLI CURONE GRUE E OSSONA,1-Apr-2015,9,MONTEGIOCO,174,152,326
7,1010026280,PIEMONTE,ALESSANDRIA,UNIONE MONTANA VALLI CURONE GRUE E OSSONA,1-Apr-2015,9,MONTEMARZINO,164,177,341
8,1010026280,PIEMONTE,ALESSANDRIA,UNIONE MONTANA VALLI CURONE GRUE E OSSONA,1-Apr-2015,9,POZZOL GROPPO,183,182,365
9,1010026280,PIEMONTE,ALESSANDRIA,UNIONE MONTANA VALLI CURONE GRUE E OSSONA,1-Apr-2015,9,VOLPEGLINO,89,71,160
1,1010026290,PIEMONTE,ALESSANDRIA,UNIONE TERRE DI FIUME,27-Nov-2016,3,ALLUVIONI PIOVERA,861,930,1791
2,1010026290,PIEMONTE,ALESSANDRIA,UNIONE TERRE DI FIUME,27-Nov-2016,3,MOLINO DEI TORTI,335,318,653
3,1010026290,PIEMONTE,ALESSANDRIA,UNIONE TERRE DI FIUME,27-Nov-2016,3,SALE,2008,2210,4218
1,1010076180,PIEMONTE,ASTI,COLLI DEL MONFERRATO,30-Dic-2014,2,BALDICHIERI D'ASTI,554,560,1114
2,1010076180,PIEMONTE,ASTI,COLLI DEL MONFERRATO,30-Dic-2014,2,VILLAFRANCA D'ASTI,1578,1672,3250
1,1010076010,PIEMONTE,ASTI,COMUNITA' COLLINARE TRA LANGA E MONFERRATO,1-Gen-2000,4,CASTAGNOLE DELLE LANZE,1847,1937,3784
2,1010076010,PIEMONTE,ASTI,COMUNITA' COLLINARE TRA LANGA E MONFERRATO,1-Gen-2000,4,COAZZOLO,161,155,316
3,1010076010,PIEMONTE,ASTI,COMUNITA' COLLINARE TRA LANGA E MONFERRATO,1-Gen-2000,4,COSTIGLIOLE D'ASTI,2937,3032,5969
4,1010076010,PIEMONTE,ASTI,COMUNITA' COLLINARE TRA LANGA E MONFERRATO,1-Gen-2000,4,MONTEGROSSO D'ASTI,1102,1162,2264
1,1010076080,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL RILATE,1-Gen-2000,12,CAMERANO CASASCO,238,242,480
2,1010076080,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL RILATE,1-Gen-2000,12,CHIUSANO D'ASTI,107,119,226
3,1010076080,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL RILATE,1-Gen-2000,12,CINAGLIO,215,240,455
4,1010076080,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL RILATE,1-Gen-2000,12,CORSIONE,103,102,205
5,1010076080,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL RILATE,1-Gen-2000,12,CORTANZE,141,147,288
6,1010076080,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL RILATE,1-Gen-2000,12,COSSOMBRATO,264,277,541
7,1010076080,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL RILATE,1-Gen-2000,12,FRINCO,372,359,731
8,1010076080,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL RILATE,1-Gen-2000,12,MONTECHIARO D'ASTI,664,716,1380
9,1010076080,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL RILATE,1-Gen-2000,12,PIEA,307,305,612
10,1010076080,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL RILATE,1-Gen-2000,12,SETTIME,283,298,581
11,1010076080,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL RILATE,1-Gen-2000,12,SOGLIO,73,87,160
12,1010076080,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL RILATE,1-Gen-2000,12,VILLA SAN SECONDO,195,215,410
1,1010076090,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL TIGLIONE E DINTORNI,1-Gen-2000,9,AGLIANO TERME,819,854,1673
2,1010076090,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL TIGLIONE E DINTORNI,1-Gen-2000,9,AZZANO D'ASTI,196,223,419
3,1010076090,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL TIGLIONE E DINTORNI,1-Gen-2000,9,BELVEGLIO,163,163,326
4,1010076090,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL TIGLIONE E DINTORNI,1-Gen-2000,9,CASTELNUOVO CALCEA,372,393,765
5,1010076090,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL TIGLIONE E DINTORNI,1-Gen-2000,9,MOMBERCELLI,1143,1200,2343
6,1010076090,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL TIGLIONE E DINTORNI,1-Gen-2000,9,MONTALDO SCARAMPI,382,406,788
7,1010076090,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL TIGLIONE E DINTORNI,1-Gen-2000,9,ROCCA D'ARAZZO,470,474,944
8,1010076090,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL TIGLIONE E DINTORNI,1-Gen-2000,9,VIGLIANO D'ASTI,459,428,887
9,1010076090,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL TIGLIONE E DINTORNI,1-Gen-2000,9,VINCHIO,338,319,657
1,1010076040,PIEMONTE,ASTI,COMUNITA' COLLINARE VALTRIVERSA,1-Gen-2000,7,CANTARANA,513,510,1023
2,1010076040,PIEMONTE,ASTI,COMUNITA' COLLINARE VALTRIVERSA,1-Gen-2000,7,CASTELLERO,149,153,302
3,1010076040,PIEMONTE,ASTI,COMUNITA' COLLINARE VALTRIVERSA,1-Gen-2000,7,CORTANDONE,163,160,323
4,1010076040,PIEMONTE,ASTI,COMUNITA' COLLINARE VALTRIVERSA,1-Gen-2000,7,MARETTO,205,200,405
5,1010076040,PIEMONTE,ASTI,COMUNITA' COLLINARE VALTRIVERSA,1-Gen-2000,7,MONALE,527,499,1026
6,1010076040,PIEMONTE,ASTI,COMUNITA' COLLINARE VALTRIVERSA,1-Gen-2000,7,ROATTO,190,184,374
7,1010076040,PIEMONTE,ASTI,COMUNITA' COLLINARE VALTRIVERSA,1-Gen-2000,7,SAN PAOLO SOLBRITO,613,584,1197
1,1010076110,PIEMONTE,ASTI,COMUNITA' COLLINARE VIA FULVIA,1-Gen-2001,5,CASTELLO DI ANNONE,950,978,1928
2,1010076110,PIEMONTE,ASTI,COMUNITA' COLLINARE VIA FULVIA,1-Gen-2001,5,CERRO TANARO,337,333,670
3,1010076110,PIEMONTE,ASTI,COMUNITA' COLLINARE VIA FULVIA,1-Gen-2001,5,MASIO,733,732,1465
4,1010076110,PIEMONTE,ASTI,COMUNITA' COLLINARE VIA FULVIA,1-Gen-2001,5,REFRANCORE,797,872,1669
5,1010076110,PIEMONTE,ASTI,COMUNITA' COLLINARE VIA FULVIA,1-Gen-2001,5,ROCCHETTA TANARO,699,738,1437
1,1010076050,PIEMONTE,ASTI,COMUNITA' COLLINARE VIGNE E VINI,1-Gen-2000,11,BRUNO,164,187,351
2,1010076050,PIEMONTE,ASTI,COMUNITA' COLLINARE VIGNE E VINI,1-Gen-2000,11,CALAMANDRANA,877,907,1784
3,1010076050,PIEMONTE,ASTI,COMUNITA' COLLINARE VIGNE E VINI,1-Gen-2000,11,CASTELLETTO MOLINA,82,102,184
4,1010076050,PIEMONTE,ASTI,COMUNITA' COLLINARE VIGNE E VINI,1-Gen-2000,11,CASTELNUOVO BELBO,454,441,895
5,1010076050,PIEMONTE,ASTI,COMUNITA' COLLINARE VIGNE E VINI,1-Gen-2000,11,CORTIGLIONE,287,289,576
6,1010076050,PIEMONTE,ASTI,COMUNITA' COLLINARE VIGNE E VINI,1-Gen-2000,11,FONTANILE,280,286,566
7,1010076050,PIEMONTE,ASTI,COMUNITA' COLLINARE VIGNE E VINI,1-Gen-2000,11,INCISA SCAPACCINO,1148,1128,2276
8,1010076050,PIEMONTE,ASTI,COMUNITA' COLLINARE VIGNE E VINI,1-Gen-2000,11,MARANZANA,149,158,307
9,1010076050,PIEMONTE,ASTI,COMUNITA' COLLINARE VIGNE E VINI,1-Gen-2000,11,MOMBARUZZO,579,574,1153
10,1010076050,PIEMONTE,ASTI,COMUNITA' COLLINARE VIGNE E VINI,1-Gen-2000,11,NIZZA MONFERRATO,4981,5391,10372
11,1010076050,PIEMONTE,ASTI,COMUNITA' COLLINARE VIGNE E VINI,1-Gen-2000,11,QUARANTI,94,90,184
1,1010076060,PIEMONTE,ASTI,DEI COLLI DIVINI NEL CUORE DEL MONFERRATO,1-Gen-2000,5,CASTAGNOLE MONFERRATO,625,646,1271
2,1010076060,PIEMONTE,ASTI,DEI COLLI DIVINI NEL CUORE DEL MONFERRATO,1-Gen-2000,5,GRANA MONFERRATO,291,331,622
3,1010076060,PIEMONTE,ASTI,DEI COLLI DIVINI NEL CUORE DEL MONFERRATO,1-Gen-2000,5,MONTEMAGNO MONFERRATO,538,624,1162
4,1010076060,PIEMONTE,ASTI,DEI COLLI DIVINI NEL CUORE DEL MONFERRATO,1-Gen-2000,5,SCURZOLENGO,291,305,596
5,1010076060,PIEMONTE,ASTI,DEI COLLI DIVINI NEL CUORE DEL MONFERRATO,1-Gen-2000,5,VIARIGI,466,489,955
1,1010076220,PIEMONTE,ASTI,MONFERRATO E PIANALTO ASTIGIANO,25-Gen-2024,2,MONTAFIA,462,442,904
2,1010076220,PIEMONTE,ASTI,MONFERRATO E PIANALTO ASTIGIANO,25-Gen-2024,2,VILLANOVA D'ASTI,2818,2956,5774
1,1010076020,PIEMONTE,ASTI,MONFERRATO VALLE VERSA,1-Gen-2000,4,CALLIANO MONFERRATO,685,707,1392
2,1010076020,PIEMONTE,ASTI,MONFERRATO VALLE VERSA,1-Gen-2000,4,CASTELL'ALFERO,1315,1435,2750
3,1010076020,PIEMONTE,ASTI,MONFERRATO VALLE VERSA,1-Gen-2000,4,PORTACOMARO,957,1019,1976
4,1010076020,PIEMONTE,ASTI,MONFERRATO VALLE VERSA,1-Gen-2000,4,TONCO,446,453,899
1,1010076210,PIEMONTE,ASTI,RIVIERA DEL MONFERRATO,6-Apr-2018,2,COCCONATO,767,797,1564
2,1010076210,PIEMONTE,ASTI,RIVIERA DEL MONFERRATO,6-Apr-2018,2,PIOVA' MASSAIA,331,349,680
1,1010076200,PIEMONTE,ASTI,TERRE ASTIANE,20-Mar-2015,2,ISOLA D'ASTI,1019,1102,2121
2,1010076200,PIEMONTE,ASTI,TERRE ASTIANE,20-Mar-2015,2,MONGARDINO,473,478,951
1,1010076140,PIEMONTE,ASTI,TERRE DI VINI E DI TARTUFI,29-Dic-2014,4,CELLE ENOMONDO,230,250,480
2,1010076140,PIEMONTE,ASTI,TERRE DI VINI E DI TARTUFI,29-Dic-2014,4,REVIGLIASCO D'ASTI,414,419,833
3,1010076140,PIEMONTE,ASTI,TERRE DI VINI E DI TARTUFI,29-Dic-2014,4,SAN DAMIANO D'ASTI,4153,4220,8373
4,1010076140,PIEMONTE,ASTI,TERRE DI VINI E DI TARTUFI,29-Dic-2014,4,TIGLIOLE,843,891,1734
1,1010076150,PIEMONTE,ASTI,UNIONE DALLA PIANA ALLE COLLINE,10-Gen-2015,4,CELLARENGO,338,376,714
2,1010076150,PIEMONTE,ASTI,UNIONE DALLA PIANA ALLE COLLINE,10-Gen-2015,4,DUSINO SAN MICHELE,520,524,1044
3,1010076150,PIEMONTE,ASTI,UNIONE DALLA PIANA ALLE COLLINE,10-Gen-2015,4,FERRERE,792,810,1602
4,1010076150,PIEMONTE,ASTI,UNIONE DALLA PIANA ALLE COLLINE,10-Gen-2015,4,VALFENERA,1268,1251,2519
1,1010076170,PIEMONTE,ASTI,UNIONE DEI COMUNI TERRE DEL TARTUFO,23-Dic-2014,5,CASTELLETTO MERLI,247,237,484
2,1010076170,PIEMONTE,ASTI,UNIONE DEI COMUNI TERRE DEL TARTUFO,23-Dic-2014,5,GRAZZANO BADOGLIO,300,318,618
3,1010076170,PIEMONTE,ASTI,UNIONE DEI COMUNI TERRE DEL TARTUFO,23-Dic-2014,5,MONCALVO,1484,1700,3184
4,1010076170,PIEMONTE,ASTI,UNIONE DEI COMUNI TERRE DEL TARTUFO,23-Dic-2014,5,ODALENGO PICCOLO,138,132,270
5,1010076170,PIEMONTE,ASTI,UNIONE DEI COMUNI TERRE DEL TARTUFO,23-Dic-2014,5,PENANGO,259,257,516
1,1010076160,PIEMONTE,ASTI,UNIONE DI COMUNI FILARI E CASTELLI,20-Ott-2014,4,CALOSSO,670,661,1331
2,1010076160,PIEMONTE,ASTI,UNIONE DI COMUNI FILARI E CASTELLI,20-Ott-2014,4,CANELLI,5080,5489,10569
3,1010076160,PIEMONTE,ASTI,UNIONE DI COMUNI FILARI E CASTELLI,20-Ott-2014,4,MOASCA,238,232,470
4,1010076160,PIEMONTE,ASTI,UNIONE DI COMUNI FILARI E CASTELLI,20-Ott-2014,4,SAN MARZANO OLIVETO,537,530,1067
1,1010076190,PIEMONTE,ASTI,UNIONE MONTANA LANGA ASTIGIANA VAL BORMIDA,31-Gen-2015,14,BUBBIO,444,468,912
2,1010076190,PIEMONTE,ASTI,UNIONE MONTANA LANGA ASTIGIANA VAL BORMIDA,31-Gen-2015,14,CASSINASCO,294,296,590
3,1010076190,PIEMONTE,ASTI,UNIONE MONTANA LANGA ASTIGIANA VAL BORMIDA,31-Gen-2015,14,CASTEL BOGLIONE,324,290,614
4,1010076190,PIEMONTE,ASTI,UNIONE MONTANA LANGA ASTIGIANA VAL BORMIDA,31-Gen-2015,14,CESSOLE,204,216,420
5,1010076190,PIEMONTE,ASTI,UNIONE MONTANA LANGA ASTIGIANA VAL BORMIDA,31-Gen-2015,14,LOAZZOLO,161,176,337
6,1010076190,PIEMONTE,ASTI,UNIONE MONTANA LANGA ASTIGIANA VAL BORMIDA,31-Gen-2015,14,MOMBALDONE,118,103,221
7,1010076190,PIEMONTE,ASTI,UNIONE MONTANA LANGA ASTIGIANA VAL BORMIDA,31-Gen-2015,14,MONASTERO BORMIDA,454,552,1006
8,1010076190,PIEMONTE,ASTI,UNIONE MONTANA LANGA ASTIGIANA VAL BORMIDA,31-Gen-2015,14,MONTABONE,179,168,347
9,1010076190,PIEMONTE,ASTI,UNIONE MONTANA LANGA ASTIGIANA VAL BORMIDA,31-Gen-2015,14,OLMO GENTILE,48,42,90
10,1010076190,PIEMONTE,ASTI,UNIONE MONTANA LANGA ASTIGIANA VAL BORMIDA,31-Gen-2015,14,ROCCAVERANO,230,217,447
11,1010076190,PIEMONTE,ASTI,UNIONE MONTANA LANGA ASTIGIANA VAL BORMIDA,31-Gen-2015,14,ROCCHETTA PALAFEA,173,174,347
12,1010076190,PIEMONTE,ASTI,UNIONE MONTANA LANGA ASTIGIANA VAL BORMIDA,31-Gen-2015,14,SAN GIORGIO SCARAMPI,67,64,131
13,1010076190,PIEMONTE,ASTI,UNIONE MONTANA LANGA ASTIGIANA VAL BORMIDA,31-Gen-2015,14,SEROLE,73,69,142
14,1010076190,PIEMONTE,ASTI,UNIONE MONTANA LANGA ASTIGIANA VAL BORMIDA,31-Gen-2015,14,VESIME,333,328,661
1,1010076130,PIEMONTE,ASTI,UNIONE VALLI ASTIGIANE,18-Mar-2013,3,CUNICO,252,276,528
2,1010076130,PIEMONTE,ASTI,UNIONE VALLI ASTIGIANE,18-Mar-2013,3,MONTIGLIO MONFERRATO,793,894,1687
3,1010076130,PIEMONTE,ASTI,UNIONE VALLI ASTIGIANE,18-Mar-2013,3,VIALE,132,129,261
1,1010966010,PIEMONTE,BIELLA,COMUNITA' COLLINARE TRA BARAGGIA E BRAMATERRA,1-Gen-2002,6,BALOCCO,127,112,239
2,1010966010,PIEMONTE,BIELLA,COMUNITA' COLLINARE TRA BARAGGIA E BRAMATERRA,1-Gen-2002,6,BURONZO,431,485,916
3,1010966010,PIEMONTE,BIELLA,COMUNITA' COLLINARE TRA BARAGGIA E BRAMATERRA,1-Gen-2002,6,CARISIO,436,428,864
4,1010966010,PIEMONTE,BIELLA,COMUNITA' COLLINARE TRA BARAGGIA E BRAMATERRA,1-Gen-2002,6,CASTELLETTO CERVO,443,437,880
5,1010966010,PIEMONTE,BIELLA,COMUNITA' COLLINARE TRA BARAGGIA E BRAMATERRA,1-Gen-2002,6,GIFFLENGA,63,67,130
6,1010966010,PIEMONTE,BIELLA,COMUNITA' COLLINARE TRA BARAGGIA E BRAMATERRA,1-Gen-2002,6,VILLA DEL BOSCO,159,204,363
1,1010966040,PIEMONTE,BIELLA,UNIONE DEI COMUNI PREALPI BIELLESI,29-Apr-2014,3,BRUSNENGO,1000,1168,2168
2,1010966040,PIEMONTE,BIELLA,UNIONE DEI COMUNI PREALPI BIELLESI,29-Apr-2014,3,MASSERANO,1061,1141,2202
3,1010966040,PIEMONTE,BIELLA,UNIONE DEI COMUNI PREALPI BIELLESI,29-Apr-2014,3,MEZZANA MORTIGLIENGO,263,298,561
1,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,AILOCHE,158,172,330
2,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,BIOGLIO,493,493,986
3,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,CALLABIANA,79,70,149
4,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,CAMANDONA,172,187,359
5,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,CAPRILE,108,98,206
6,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,CASAPINTA,207,247,454
7,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,COGGIOLA,951,1045,1996
8,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,CREVACUORE,781,829,1610
9,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,CURINO,223,230,453
10,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,LESSONA,1375,1460,2835
11,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,PETTINENGO,790,834,1624
12,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,PIATTO,276,271,547
13,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,PORTULA,661,704,1365
14,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,PRAY,1073,1234,2307
15,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,SOSTEGNO,348,403,751
16,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,STRONA,570,587,1157
17,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,VALDENGO,1248,1284,2532
18,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,VALDILANA,5750,6317,12067
19,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,VALLANZENGO,116,123,239
20,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,VEGLIO,278,288,566
21,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,VIGLIANO BIELLESE,3859,4321,8180
1,1010966070,PIEMONTE,BIELLA,UNIONE MONTANA VALLE DEL CERVO - LA BURSCH,16-Giu-2014,12,ANDORNO MICCA,1638,1769,3407
2,1010966070,PIEMONTE,BIELLA,UNIONE MONTANA VALLE DEL CERVO - LA BURSCH,16-Giu-2014,12,CAMPIGLIA CERVO,260,268,528
3,1010966070,PIEMONTE,BIELLA,UNIONE MONTANA VALLE DEL CERVO - LA BURSCH,16-Giu-2014,12,MIAGLIANO,298,340,638
4,1010966070,PIEMONTE,BIELLA,UNIONE MONTANA VALLE DEL CERVO - LA BURSCH,16-Giu-2014,12,PIEDICAVALLO,106,97,203
5,1010966070,PIEMONTE,BIELLA,UNIONE MONTANA VALLE DEL CERVO - LA BURSCH,16-Giu-2014,12,PRALUNGO,1298,1341,2639
